timestamp,mac_address,user_id,action,room,video_url,camera_status
1637094399,id_f8:59:71:7a:35:b9,0,come,bedroom0,https://care-plus.s3-ap-northeast-1.amazonaws.com/id_f8:59:71:7a:35:b9/nano_eme_video/2021-11-17/2021-11-17_04:26:39.mp4,
1637094421,id_f8:59:71:7a:35:b9,0,go,bedroom1,https://care-plus.s3-ap-northeast-1.amazonaws.com/id_f8:59:71:7a:35:b9/nano_eme_video/2021-11-17/2021-11-17_04:27:01.mp4,
1637094442,id_f8:59:71:7a:35:b9,0,go,bedroom0,https://care-plus.s3-ap-northeast-1.amazonaws.com/id_f8:59:71:7a:35:b9/nano_eme_video/2021-11-17/2021-11-17_04:27:22.mp4,
1637094450,id_f8:59:71:7a:35:b9,0,come,bedroom0,https://care-plus.s3-ap-northeast-1.amazonaws.com/id_f8:59:71:7a:35:b9/nano_eme_video/2021-11-17/2021-11-17_04:27:30.mp4,
1637095657,id_f8:59:71:7a:35:b9,0,go,bedroom1,https://care-plus.s3-ap-northeast-1.amazonaws.com/id_f8:59:71:7a:35:b9/nano_eme_video/2021-11-17/2021-11-17_04:47:37.mp4,
1637095691,id_f8:59:71:7a:35:b9,0,come,bedroom0,https://care-plus.s3-ap-northeast-1.amazonaws.com/id_f8:59:71:7a:35:b9/nano_eme_video/2021-11-17/2021-11-17_04:48:11.mp4,
1637095697,id_f8:59:71:7a:35:b9,0,go,bedroom1,https://care-plus.s3-ap-northeast-1.amazonaws.com/id_f8:59:71:7a:35:b9/nano_eme_video/2021-11-17/2021-11-17_04:48:17.mp4,
1637095775,id_f8:59:71:7a:35:b9,0,come,bedroom1,https://care-plus.s3-ap-northeast-1.amazonaws.com/id_f8:59:71:7a:35:b9/nano_eme_video/2021-11-17/2021-11-17_04:49:35.mp4,
1637095785,id_f8:59:71:7a:35:b9,0,go,bedroom0,https://care-plus.s3-ap-northeast-1.amazonaws.com/id_f8:59:71:7a:35:b9/nano_eme_video/2021-11-17/2021-11-17_04:49:45.mp4,
1637095846,id_f8:59:71:7a:35:b9,0,come,bedroom0,https://care-plus.s3-ap-northeast-1.amazonaws.com/id_f8:59:71:7a:35:b9/nano_eme_video/2021-11-17/2021-11-17_04:50:46.mp4,
1637096269,id_f8:59:71:7a:35:b9,0,come,bedroom0,https://care-plus.s3-ap-northeast-1.amazonaws.com/id_f8:59:71:7a:35:b9/nano_eme_video/2021-11-17/2021-11-17_04:57:49.mp4,
1637096313,id_f8:59:71:7a:35:b9,0,go,bedroom0,https://care-plus.s3-ap-northeast-1.amazonaws.com/id_f8:59:71:7a:35:b9/nano_eme_video/2021-11-17/2021-11-17_04:58:33.mp4,
1637097138,id_f8:59:71:7a:35:b9,0,come,bedroom1,https://care-plus.s3-ap-northeast-1.amazonaws.com/id_f8:59:71:7a:35:b9/nano_eme_video/2021-11-17/2021-11-17_05:12:18.mp4,
1637097347,id_f8:59:71:7a:35:b9,0,go,bedroom0,https://care-plus.s3-ap-northeast-1.amazonaws.com/id_f8:59:71:7a:35:b9/nano_eme_video/2021-11-17/2021-11-17_05:15:47.mp4,
1637097412,id_f8:59:71:7a:35:b9,0,go,bedroom1,https://care-plus.s3-ap-northeast-1.amazonaws.com/id_f8:59:71:7a:35:b9/nano_eme_video/2021-11-17/2021-11-17_05:16:52.mp4,
1637097429,id_f8:59:71:7a:35:b9,0,come,bedroom1,https://care-plus.s3-ap-northeast-1.amazonaws.com/id_f8:59:71:7a:35:b9/nano_eme_video/2021-11-17/2021-11-17_05:17:09.mp4,
1637098235,id_f8:59:71:7a:35:b9,0,come,bedroom0,https://care-plus.s3-ap-northeast-1.amazonaws.com/id_f8:59:71:7a:35:b9/nano_eme_video/2021-11-17/2021-11-17_05:30:35.mp4,
1637098524,id_f8:59:71:7a:35:b9,0,go,bedroom0,https://care-plus.s3-ap-northeast-1.amazonaws.com/id_f8:59:71:7a:35:b9/nano_eme_video/2021-11-17/2021-11-17_05:35:24.mp4,
1637098562,id_f8:59:71:7a:35:b9,0,come,bedroom0,https://care-plus.s3-ap-northeast-1.amazonaws.com/id_f8:59:71:7a:35:b9/nano_eme_video/2021-11-17/2021-11-17_05:36:02.mp4,
1637098565,id_f8:59:71:7a:35:b9,0,come,bedroom0,https://care-plus.s3-ap-northeast-1.amazonaws.com/id_f8:59:71:7a:35:b9/nano_eme_video/2021-11-17/2021-11-17_05:36:05.mp4,
1637098820,id_f8:59:71:7a:35:b9,0,go,bedroom1,https://care-plus.s3-ap-northeast-1.amazonaws.com/id_f8:59:71:7a:35:b9/nano_eme_video/2021-11-17/2021-11-17_05:40:20.mp4,
1637099618,id_f8:59:71:7a:35:b9,0,go,bedroom0,https://care-plus.s3-ap-northeast-1.amazonaws.com/id_f8:59:71:7a:35:b9/nano_eme_video/2021-11-17/2021-11-17_05:53:38.mp4,
1637099623,id_f8:59:71:7a:35:b9,0,go,bedroom0,https://care-plus.s3-ap-northeast-1.amazonaws.com/id_f8:59:71:7a:35:b9/nano_eme_video/2021-11-17/2021-11-17_05:53:43.mp4,
1637099643,id_f8:59:71:7a:35:b9,0,come,bedroom0,https://care-plus.s3-ap-northeast-1.amazonaws.com/id_f8:59:71:7a:35:b9/nano_eme_video/2021-11-17/2021-11-17_05:54:03.mp4,
1637077183,id_f4:96:34:02:75:dd,0,go,bedroom0,https://care-plus.s3-ap-northeast-1.amazonaws.com/id_f4:96:34:02:75:dd/nano_eme_video/2021-11-16/2021-11-16_23:39:43.mp4,
1637077557,id_f4:96:34:02:75:dd,0,come,bedroom0,https://care-plus.s3-ap-northeast-1.amazonaws.com/id_f4:96:34:02:75:dd/nano_eme_video/2021-11-16/2021-11-16_23:45:57.mp4,
1637080081,id_f4:96:34:02:75:dd,0,go,bedroom0,https://care-plus.s3-ap-northeast-1.amazonaws.com/id_f4:96:34:02:75:dd/nano_eme_video/2021-11-17/2021-11-17_00:28:01.mp4,
1637080362,id_f4:96:34:02:75:dd,0,come,bedroom0,https://care-plus.s3-ap-northeast-1.amazonaws.com/id_f4:96:34:02:75:dd/nano_eme_video/2021-11-17/2021-11-17_00:32:42.mp4,
1637085149,id_f4:96:34:02:75:dd,0,go,bedroom0,https://care-plus.s3-ap-northeast-1.amazonaws.com/id_f4:96:34:02:75:dd/nano_eme_video/2021-11-17/2021-11-17_01:52:29.mp4,
1637085199,id_f4:96:34:02:75:dd,0,come,bedroom0,https://care-plus.s3-ap-northeast-1.amazonaws.com/id_f4:96:34:02:75:dd/nano_eme_video/2021-11-17/2021-11-17_01:53:19.mp4,
1637091429,id_f4:96:34:02:75:dd,0,go,bedroom0,https://care-plus.s3-ap-northeast-1.amazonaws.com/id_f4:96:34:02:75:dd/nano_eme_video/2021-11-17/2021-11-17_03:37:09.mp4,
1637091457,id_f4:96:34:02:75:dd,0,go,bedroom0,https://care-plus.s3-ap-northeast-1.amazonaws.com/id_f4:96:34:02:75:dd/nano_eme_video/2021-11-17/2021-11-17_03:37:37.mp4,
1637091579,id_f4:96:34:02:75:dd,0,come,bedroom0,https://care-plus.s3-ap-northeast-1.amazonaws.com/id_f4:96:34:02:75:dd/nano_eme_video/2021-11-17/2021-11-17_03:39:39.mp4,
1637091607,id_f4:96:34:02:75:dd,0,go,bedroom0,https://care-plus.s3-ap-northeast-1.amazonaws.com/id_f4:96:34:02:75:dd/nano_eme_video/2021-11-17/2021-11-17_03:40:07.mp4,
1637091609,id_f4:96:34:02:75:dd,0,come,bedroom0,https://care-plus.s3-ap-northeast-1.amazonaws.com/id_f4:96:34:02:75:dd/nano_eme_video/2021-11-17/2021-11-17_03:40:09.mp4,
1637093067,id_f4:96:34:02:75:dd,0,go,bedroom0,https://care-plus.s3-ap-northeast-1.amazonaws.com/id_f4:96:34:02:75:dd/nano_eme_video/2021-11-17/2021-11-17_04:04:27.mp4,
1637096148,id_f4:96:34:02:75:dd,0,go,bedroom0,https://care-plus.s3-ap-northeast-1.amazonaws.com/id_f4:96:34:02:75:dd/nano_eme_video/2021-11-17/2021-11-17_04:55:48.mp4,
1637096212,id_f4:96:34:02:75:dd,0,come,bedroom0,https://care-plus.s3-ap-northeast-1.amazonaws.com/id_f4:96:34:02:75:dd/nano_eme_video/2021-11-17/2021-11-17_04:56:52.mp4,
1637096767,id_f4:96:34:02:75:dd,0,come,bedroom0,https://care-plus.s3-ap-northeast-1.amazonaws.com/id_f4:96:34:02:75:dd/nano_eme_video/2021-11-17/2021-11-17_05:06:07.mp4,
